Ticker,Return Rate of MA05,Return Rate of MA10,Return Rate of MA20,Return Rate of MonthlySIP,Return Rate of WeeklySIP,Distance of Close2BBLowerLim,Return Rate of MA5CrossMA10,Return Rate of MA05_WoSell,Return Rate of MA10_WoSell,Return Rate of MA20_WoSell,Return Rate of MA05CrossMA10_WoSell,Return Rate of MA10CrossMA20_WoSell,Return Rate of MACD,Return Rate of BB
BAC,37.513855089420645,21.756590075146093,10.017441210090935,19.39281856614398,17.7144090956393,0.04974702320934387,3.234941815194312,17.369707811060696,18.467392544259788,17.194904710054622,13.686792199140307,18.467820299013916,15.008925684392334,34.493506566933554
BALL,-4.4552125698437495,3.284853380016191,-11.935499074619402,-19.34898134808674,-19.31014706856003,-0.0003328602080423195,-10.404720291146944,-19.15120727408737,-20.894883058125107,-20.134468824073835,-20.00720120686898,-19.83990454240532,-9.451884899577728,-17.897559992490216
BASFY,-11.917402838026696,-2.7180362966913783,-4.681899850557054,-0.12267301861535632,-0.4433228125969439,0.1485894618916372,2.7213217615849556,-1.1707543019833142,-0.7905495077676433,-1.245820540240845,-0.27312021500538003,-1.0828719489629206,-5.056057615010584,-12.200388597912557
BAX,-8.291078561439317,-24.485435028655232,-6.588807120144925,-14.90374542707706,-13.914290864527596,0.0408020522579423,-6.8568507359283775,-14.66419663427473,-15.98751564570601,-15.75303859923864,-15.2513769897993,-14.235336511028807,-16.758734548185412,-29.493332551582398
BAYN.DE,-10.546255041773737,8.972531703070645,-17.107903072301884,-17.57855105350792,-16.486938579789047,0.0456926937385354,-9.359357480917842,-15.885047677574324,-15.528685375058501,-19.322881177629668,-17.76642633944001,-17.042900536832647,-7.451629331223727,-10.413825069571796
BBY,0.3326259990875611,-15.858290619356117,-9.7178467556621,-0.23616263175647817,0.17206010120976495,0.03873995693929031,-9.788564504066349,-0.06847308698295268,-0.20614201310727334,-1.5197594155822165,-2.1891324295159156,-3.196027287403573,-6.915189981041447,27.629386531543474
BDX,-14.0325694818035,-10.033240123598468,-15.006115651879535,-2.7906615590473947,-2.205886200713716,0.012780096569880486,-5.69966662907217,-2.0480085656092264,-2.2888552057161227,-2.873601133225381,-2.6498545478965605,-2.4478572726629007,-5.031171077192242,-0.42527267530900026
BEN,-11.432886597609386,-19.038917732392182,-19.294235948565618,-9.55628995086976,-8.836673811604163,0.09523960809456469,-17.271816598989112,-8.163573000200186,-12.355149242139015,-10.178006574045781,-10.59067904354695,-9.238663400283704,-17.860529815373788,-5.140416948293155
BF-B,-19.614088728759796,-21.13921181394057,-15.23639898683917,-31.298007924896336,-31.06748571916973,0.00311920101271287,-19.106214645681018,-31.860720988298564,-32.48766355426595,-31.97593940979263,-35.07125588442091,-30.40899640817142,-30.274921572544965,-5.014187747306133
BG,6.8901047480276585,-1.0419387071057915,-17.788976119610567,-25.29491069318963,-26.25621265710956,,-14.369753892269635,-25.870044010645966,-28.692109142173848,-29.427948446726425,-28.20475865895406,-28.23877753154815,-15.386337920003415,
BIIB,-12.032094232924896,-15.909811767985216,-12.577229867910816,-27.189496839002285,-26.096613151549175,0.021446427808932616,-23.827216241733574,-26.373566023803864,-28.02395219947158,-27.620649963615275,-29.26949067390695,-24.447343795286628,-28.729279551363042,-30.626371763395742
BK,32.656908132937815,18.753372272759584,38.74746992475633,32.02036423771129,30.937442757123566,0.12701037764829498,16.478161226157887,31.013928261184493,28.18630909427935,37.025178650224696,30.10704644100617,31.822208745519386,19.59919157961278,20.87703377645413
BKNG,26.85285598794452,22.310869139709478,49.04964769028266,21.912940977382398,20.86316799435584,0.06300251640909996,27.429035728979343,21.356736609630133,21.50324273458287,27.40005837573082,20.683910052437373,29.802951742545297,6.395720700112865,13.383764659086603
BKR,66.72446626035637,20.603742237950712,18.405247412641888,30.043021436785196,29.008950574507004,0.08725111765405523,-9.110705902068293,32.124632512766595,29.038471254642378,31.15678266612677,28.26916418373019,26.574428300604513,10.381895620405212,19.40231497283298
BLDR,10.879343549336209,-2.697232152528574,-9.844015382717508,-9.524372650761295,-9.53893667474921,0.05684955715441112,-12.85195132142419,-10.508291789433109,-11.932373740043985,-13.102420238379223,-11.071958898846077,-13.156522387676562,-7.8265204929077665,-11.913878705914223
BLK,20.05055647977917,13.699855410599676,12.817057034811864,13.69092470905285,12.79745885772234,0.047252249256360596,7.683381828862386,12.187955336315131,14.530133801380327,10.00390276319654,14.1223697512464,9.9488199172624,1.7190344760659073,8.077323320475763
BMW.DE,-20.46792085624574,-11.428866896812844,-18.26692112527517,-11.567996710057429,-10.861016390409882,0.019172056840069878,-5.894560258593579,-10.602183855170246,-10.48316523884579,-7.9887023470438,-9.12868862502376,-10.405024925200342,-4.863979122729516,-4.605650359201173
BMY,3.515985908335359,-17.50233111909356,20.349203670410525,12.92808397952011,14.092612701296098,0.04175140557401018,-0.5336470697937079,13.585538623972738,12.799187200425044,14.36637428646122,14.606787521514223,12.90139589268467,6.895003854412368,-8.095820447029668
BR,-4.24261203618665,-5.717288491993295,3.943561202806182,14.330539212943041,14.056534709652665,0.0766325908990378,0.499974159173322,14.131403945808149,14.621044188102083,15.812704185596798,14.182519292703741,13.596780125127502,2.3363333040292558,10.998177989284768
BRK-B,18.81550265845469,6.42245425253995,5.2391710403940355,9.142472126990125,8.882151206894818,0.0621049892711205,2.31338557432326,7.907661206288183,9.19037260951279,9.37157335388153,9.012286527966152,9.272012452856398,11.283252298623445,14.938793252566326
BRO,25.669012942394076,19.842260927372333,26.738807466412357,14.756871102100472,13.757543149820195,0.06593487467054258,15.874225709390327,13.367137129230084,11.565102232481603,9.651112697075972,12.617580924901144,11.67963887204303,10.078125298518925,1.4166874027671037
BSX,20.39427138951967,16.13914734429349,28.348727476896958,34.857887225762234,33.2825631878063,0.11693398908447424,27.54738236480997,35.32095978372482,35.15730052969944,36.439882469586685,31.703940877438956,33.97532528239614,12.555190882416357,18.59838199152287
BTC-USD,50.928091706197485,53.36030774945161,18.2796865461018,43.411528523542934,39.57856629441946,0.01684066342573972,26.646636921866,39.19340133934341,37.83359816735884,38.54239459163657,40.313887569924596,35.65570176161477,55.49704326974619,39.51816312673358
BWA,-4.884754742044888,-9.273238691444242,-25.83993079818731,-9.37315977662093,-9.873159719392362,-0.006311911254962153,-4.848764314070723,-10.002273865889686,-11.010751115724709,-11.56591540205832,-9.83343279810013,-12.706689619903203,-13.839436807547898,11.666680579322945
BX,16.24096501572225,22.814207526812318,32.669029818285765,20.683635600822246,19.446183462143356,0.0402543522054042,5.731689258133126,20.638982230535703,26.18614599330622,24.309832565204665,22.46362600947527,20.699653063741557,12.011386895853219,13.788826233285887
BXP,1.342854864759761,-8.962153259424792,-9.31839711456008,5.716134755473091,4.571883462479677,0.05896693329359715,0.996783131367922,4.983538246378336,4.868139900100752,6.73964198164078,5.900547584895221,5.093838075973948,-20.832887486203294,15.71398262212501
BYD,12.064294329822815,6.416503457072302,20.736308123399553,22.19695751208357,22.735238268534925,0.07889910414308539,7.650630500210465,21.696016280946495,24.110572701594958,26.425972465554455,24.98075670463682,26.068440314521972,2.804935218921304,16.63633603878831
